email,household_type,footage,heating_temp,cooling_temp,postal_code,utilities
dslusarski@doncon.com,apartment,391,75,73,62555,electric
dsmith@silis.com,mobile home,130,68,72,39066,steam
dspickerman@fasehatice.com,apartment,1073,74,,22310,electric
dsteffensmeier@cancity.com,townhome,1591,,75,18762,gas
dsteier@openlane.com,apartment,576,,74,98628,
dstem@y-corporation.com,house,847,,72,10166,"electric,gas"
dstimmel@dalttechnology.com,apartment,1287,65,74,13612,gas
dstimmel@isdom.com,house,1550,73,70,37779,"gas,steam"
dstrassner@plussunin.com,townhome,625,71,72,49614,"electric,gas,fuel oil"
dsweigard@xx-holding.com,condominium,82,73,,17126,
dsyrop@blackzim.com,townhome,722,71,71,19013,
dsyrop@codehow.com,mobile home,24,,70,41651,
dtagala@rantouch.com,condominium,573,77,,85284,
dtagala@y-corporation.com,townhome,526,76,76,74565,"electric,fuel oil"
dtawil@donware.com,house,1363,71,72,43518,
dtimenez@gogozoom.com,apartment,471,75,,85629,electric
dtoelkes@bioplex.com,townhome,527,74,74,12183,
dtollner@ontomedia.com,house,892,71,76,45171,
dtollner@plusstrip.com,apartment,543,68,,27502,electric
dtollner@stanredtax.com,apartment,753,,70,18501,electric
dtollner@sumace.com,house,730,,72,74533,
dtollner@xx-zobam.com,house,1348,77,73,15691,"electric,gas,steam,fuel oil"
dtomasulo@toughzap.com,apartment,2518,69,70,16935,gas
dtreston@finhigh.com,house,700,65,,61911,gas
dtreston@iselectrics.com,house,71,75,,47030,gas
dturinetti@conecom.com,apartment,2147,72,69,93407,
dturinetti@kan-code.com,condominium,579,73,73,8311,"electric,gas,steam,fuel oil"
dupthegrove@newex.com,mobile home,67,70,,35762,gas
dupthegrove@year-job.com,townhome,1250,71,75,60926,gas
dvanheusen@streethex.com,apartment,895,,73,34208,"gas,steam,fuel oil"
dvarriano@dalttechnology.com,apartment,507,72,,57261,"gas,fuel oil"
dvinning@dambase.com,mobile home,236,69,69,95155,electric
dvinning@newex.com,townhome,186,67,72,98664,"electric,gas"
dvocelka@rangreen.com,condominium,493,71,73,52252,gas
dwardrip@inity.com,house,2765,68,74,98250,gas
dwaycott@newex.com,townhome,1808,74,73,12345,electric
dwaymire@hatfan.com,townhome,1432,,75,81073,gas
dweglarz@hatfan.com,house,1935,73,72,40259,steam
dwenner@blackzim.com,house,1610,74,75,43759,"electric,gas"
dwenner@dambase.com,house,2653,66,68,6816,electric
dwenner@mathtouch.com,house,1600,,74,41840,gas
dwieser@kan-code.com,condominium,646,74,70,51063,electric
dwieser@openlane.com,apartment,283,76,74,63348,gas
dwiklund@kinnamplus.com,townhome,2514,69,,83873,electric
dwiklund@xx-holding.com,apartment,1539,71,,62631,gas
dyaw@treequote.com,apartment,360,,69,28586,
dyglesias@opentech.com,apartment,431,,75,4924,electric
dyglesias@sonron.com,house,1059,76,73,45783,fuel oil
dyori@bioholding.com,mobile home,141,72,72,16873,electric
dyori@conecom.com,townhome,341,72,,72569,gas
dyori@ganjaflex.com,townhome,1703,71,72,52004,gas
dyori@iselectrics.com,townhome,213,71,,40010,
dyori@stanredtax.com,apartment,1662,70,72,6781,"gas,fuel oil"
dzane@j-texon.com,house,588,69,73,31320,"electric,steam,fuel oil"
dzepp@donware.com,house,1368,,75,83320,"electric,gas"
dzurcher@finjob.com,house,689,,,57301,electric
dzurcher@plexzap.com,mobile home,488,75,70,69001,"electric,gas"
dzurcher@rundofase.com,apartment,1017,,71,91795,electric
eagramonte@openlane.com,house,4424,76,73,65555,electric
ealbares@stanredtax.com,house,1625,73,,4774,"electric,gas"
eamyot@sumace.com,house,2972,70,73,38060,electric
earceo@kan-code.com,apartment,635,72,68,48422,
ebaltimore@labdrill.com,mobile home,406,73,73,30222,"electric,fuel oil"
ebayless@rundofase.com,apartment,657,75,72,16124,electric
ebergesen@dontechi.com,house,840,74,76,58310,gas
ebergesen@zoomit.com,mobile home,429,,69,79713,"gas,fuel oil"
ebirkner@conecom.com,condominium,1059,73,71,75218,gas
ebirkner@sumace.com,townhome,678,73,70,92202,"electric,fuel oil"
ebitsuie@labdrill.com,condominium,1424,72,,10583,"electric,gas"
eblackwood@domzoom.com,house,1519,66,,5081,
eblunk@cancity.com,apartment,905,72,,24005,gas
eblunk@plusstrip.com,townhome,3949,71,73,44904,"gas,fuel oil"
eboord@nam-zim.com,apartment,503,76,69,52586,"electric,gas"
ebreland@konex.com,townhome,813,74,71,72660,
ebriddick@ontomedia.com,apartment,780,75,76,12859,"gas,fuel oil"
ebrideau@conecom.com,mobile home,166,76,73,3830,electric
ebuemi@plussunin.com,mobile home,289,73,71,30019,"gas,fuel oil"
ebuemi@statholdings.com,townhome,449,65,75,84086,"electric,gas,steam"
ebutt@iselectrics.com,condominium,186,68,71,80259,electric
ecanlas@labdrill.com,apartment,868,71,74,27509,"electric,fuel oil"
ecantres@blackzim.com,apartment,916,73,75,58759,
ecartan@labdrill.com,apartment,834,75,,74440,steam
ecartan@streethex.com,apartment,983,70,,92782,
ecaudy@xx-holding.com,house,1070,,75,83223,fuel oil
echui@rangreen.com,mobile home,177,68,70,66699,electric
echui@stanredtax.com,apartment,99,74,75,53150,"electric,steam"
ecoody@openlane.com,apartment,893,,,5763,"electric,fuel oil"
ecoody@treequote.com,condominium,2025,,,75052,"electric,gas"
ecookey@doncon.com,condominium,800,72,71,59101,gas
ecork@donquadtech.com,condominium,597,74,,40206,fuel oil
ecorrington@opentech.com,house,1275,,73,48050,
ecorrio@rundofase.com,mobile home,423,65,72,54851,electric
ecorrio@yearin.com,condominium,705,65,71,29052,gas
ecousey@condax.com,condominium,1056,73,73,78409,electric
ecoyier@dontechi.com,house,1540,76,74,93239,electric
ecoyier@singletechno.com,house,817,74,74,52408,"electric,gas,steam"
edarakjy@faxquote.com,townhome,1254,73,,20262,"electric,fuel oil"
edarakjy@statholdings.com,house,1222,66,73,22724,"electric,steam"
edegroot@plussunin.com,condominium,809,75,,83214,"electric,fuel oil"
edelasancha@betatech.com,townhome,1354,,75,35055,electric
edeleo@kan-code.com,apartment,958,,68,24067,
edemesa@labdrill.com,apartment,1017,,73,4668,"electric,gas,fuel oil"
edilello@doncon.com,townhome,1066,74,73,54536,electric
edilliard@warephase.com,house,1444,74,72,35677,"electric,fuel oil"
edopico@kan-code.com,house,1268,73,73,6856,electric
edubaldi@zumgoity.com,apartment,807,73,72,38197,
eduenas@bioplex.com,townhome,1114,70,,86341,"electric,steam"
eeanes@faxquote.com,house,1464,70,,32523,electric
eehmann@fasehatice.com,apartment,619,71,,7885,electric
eehmann@zotware.com,house,663,74,72,38182,steam
eengelberg@bioholding.com,apartment,539,69,71,54661,"electric,gas,steam"
eengelberg@inity.com,house,1852,72,74,4418,"electric,gas"
eengelberg@toughzap.com,townhome,742,67,,38473,"electric,gas,steam"
eennaco@domzoom.com,apartment,588,72,73,90080,electric
eeroman@yearin.com,townhome,3538,69,72,35116,electric
efarrar@fasehatice.com,house,1412,71,70,67031,"electric,gas,fuel oil"
efeichtner@rangreen.com,condominium,858,73,75,37885,"electric,fuel oil"
eferencz@newex.com,mobile home,245,67,,99670,"gas,fuel oil"
efern@condax.com,house,597,68,,4650,gas
efillingim@codehow.com,apartment,2276,65,,89712,electric
efrancescon@rundofase.com,apartment,1381,76,70,82922,steam
efrankel@kan-code.com,mobile home,171,76,,42011,fuel oil
efredicks@zencorporation.com,house,1423,77,,20182,"electric,gas,fuel oil"
egato@streethex.com,apartment,1638,73,72,2718,electric
egleich@cancity.com,house,1545,,,78161,
egotter@rundofase.com,house,1719,71,,12885,steam
egudroe@green-plus.com,house,1736,75,,62017,
ehagele@conecom.com,apartment,614,,72,5458,
eharoldson@toughzap.com,apartment,1275,75,72,49776,gas
eharoldson@treequote.com,house,619,76,70,57117,gas
ehauenstein@donware.com,apartment,1350,70,74,99030,"steam,fuel oil"
ehengel@streethex.com,mobile home,364,65,73,32596,gas
eherritt@ron-tech.com,townhome,85,75,73,73007,electric
ehoffis@groovestreet.com,apartment,753,73,72,60480,electric
ehollack@doncon.com,mobile home,620,70,68,27534,"electric,gas"
ehoneywell@doncon.com,house,1226,75,75,83610,"electric,gas"
ehoopengardner@newex.com,apartment,766,76,72,42633,electric
ehudnall@hottechi.com,apartment,1189,76,75,92369,
ejayson@stanredtax.com,apartment,714,76,71,78021,gas
ejeanty@donquadtech.com,apartment,949,70,,23327,
ejeanty@donware.com,townhome,3516,71,,68375,
ejurney@zotware.com,house,629,71,73,71356,
ejuvera@konex.com,apartment,678,75,,23970,"electric,gas"
ekaniecki@plexzap.com,house,1295,76,74,6493,electric
ekaniecki@rundofase.com,condominium,526,76,71,1071,electric
ekannady@betatech.com,condominium,961,71,74,68418,
ekardas@plussunin.com,townhome,257,67,73,23301,"electric,gas"
ekarpin@domzoom.com,townhome,1549,67,72,53520,fuel oil
ekarpin@lexiqvolax.com,townhome,637,74,,31744,electric
ekeneipp@sunnamplex.com,apartment,1061,72,70,71545,electric
ekippley@singletechno.com,apartment,75,75,,42220,fuel oil
eklusman@zoomit.com,mobile home,175,67,72,63934,gas
ekohl@konmatfix.com,house,788,,71,95366,gas
ekolmetz@konex.com,townhome,2462,78,73,38382,
ekonopacki@plusstrip.com,house,1144,69,,22623,"electric,gas"
ekonopacki@rangreen.com,apartment,1245,76,,29438,"electric,gas"
ekonopacki@zumgoity.com,townhome,90,69,72,28025,fuel oil
ekownacki@donquadtech.com,townhome,1455,70,73,21160,
ekulzer@toughzap.com,apartment,721,75,,71643,electric
elabreche@hottechi.com,apartment,863,72,,48393,
elacovara@ron-tech.com,townhome,1260,72,73,67761,electric
elapage@mathtouch.com,house,1061,78,,47541,gas
elietz@betasoloin.com,house,1091,68,72,61032,
elindall@goodsilron.com,house,156,,,54123,"electric,gas"
elipke@blackzim.com,house,1797,74,76,98930,"electric,fuel oil"
eloder@domzoom.com,condominium,1297,73,74,65625,electric
elorens@hatfan.com,house,1764,69,75,36916,"electric,gas"
elorens@inity.com,townhome,735,69,76,47433,"electric,gas,fuel oil"
eluczki@faxquote.com,apartment,806,73,72,75159,electric
emai@warephase.com,apartment,514,67,,39149,gas
emaybury@hatfan.com,condominium,693,74,72,37722,"electric,gas,fuel oil"
emcdoniel@green-plus.com,apartment,1072,73,76,54556,"gas,steam"
emelnyk@dambase.com,house,2200,74,76,63640,electric
ementer@fasehatice.com,house,561,75,74,19172,
ementer@zumgoity.com,apartment,1007,66,,58775,steam
emerced@silis.com,apartment,508,,,47124,
emodzelewski@donquadtech.com,mobile home,788,76,72,55041,
emodzelewski@scotfind.com,townhome,1307,74,,40110,"electric,fuel oil"
emonterrubio@iselectrics.com,house,698,74,72,55340,gas
emorocco@condax.com,townhome,1321,,74,43083,gas
emoyd@dambase.com,townhome,2017,76,72,2154,"electric,steam"
emugnolo@scottech.com,townhome,807,69,74,2762,gas
emulqueen@stanredtax.com,house,1057,,70,28411,"electric,gas"
emyricks@betatech.com,house,1129,71,73,68944,fuel oil
emyricks@dalttechnology.com,condominium,755,77,69,52728,"electric,gas,steam"
enievas@rundofase.com,townhome,1174,73,72,16636,gas
enunlee@dalttechnology.com,apartment,1783,76,71,12240,
eogg@singletechno.com,townhome,759,74,75,33305,electric
eoldroyd@dalttechnology.com,condominium,976,67,75,86023,electric
eoles@sonron.com,apartment,1136,71,68,54171,fuel oil
epaa@zumgoity.com,townhome,1175,70,,37394,"electric,gas,fuel oil"
epagliuca@singletechno.com,condominium,512,,72,11020,gas
epapasergi@zotware.com,house,141,,,90610,electric
eparvis@funholding.com,apartment,89,70,74,59241,electric
epedrozo@condax.com,mobile home,73,75,,4955,electric
eperez@goodsilron.com,apartment,1433,70,,59348,electric
eperez@newex.com,condominium,1010,76,70,59441,"electric,gas,steam"
eperigo@iselectrics.com,townhome,1233,72,,58644,electric
eperin@fasehatice.com,apartment,1499,,73,35292,gas
eperin@golddex.com,apartment,1443,72,74,10173,electric
eplumer@kinnamplus.com,apartment,1060,68,,52146,
epolidori@rantouch.com,mobile home,526,68,71,45112,gas
epontoriero@rundofase.com,house,1941,70,,92086,gas
epoquette@codehow.com,mobile home,248,75,73,32936,"electric,gas"
epoullion@inity.com,house,167,73,,25514,electric
eragel@yearin.com,house,907,,73,36202,gas
eraymo@plussunin.com,apartment,501,71,74,77538,
eregusters@dalttechnology.com,condominium,544,74,70,607,gas
ereiber@zathunicon.com,house,3532,76,75,40488,
erentfro@codehow.com,apartment,1117,,73,11025,"gas,steam"
erestrepo@xx-holding.com,townhome,587,77,,8347,
erhymes@faxquote.com,apartment,865,76,,61434,electric
eriden@stanredtax.com,apartment,81,71,,92554,"electric,gas"
erim@sunnamplex.com,townhome,934,71,74,20033,steam
erim@zathunicon.com,house,975,69,72,71960,"electric,gas"
erodeigues@toughzap.com,townhome,927,75,73,2070,"electric,steam,fuel oil"
erodenberger@betasoloin.com,apartment,1185,,,53954,"electric,gas"
erowling@xx-holding.com,townhome,962,76,,71306,gas
erulapaugh@dontechi.com,house,863,72,72,78721,
erulapaugh@groovestreet.com,house,2003,69,,53045,"electric,gas,fuel oil"
erulapaugh@silis.com,apartment,2077,69,,4640,gas
esamara@xx-holding.com,house,1345,66,75,77853,gas
esaras@fasehatice.com,condominium,1138,68,,7646,"electric,gas,fuel oil"
esaras@funholding.com,apartment,1186,,,50398,"electric,gas,steam"
esaras@y-corporation.com,townhome,1199,73,72,21075,"electric,gas"
esaulter@iselectrics.com,townhome,1202,66,,6043,electric
eschemmer@zoomit.com,house,740,71,73,15622,
eschieler@y-corporation.com,apartment,1912,76,70,25962,
eschmaltz@streethex.com,house,69,75,70,55144,
eschnitzler@zoomit.com,house,1122,72,74,68313,
eschoeneck@warephase.com,townhome,1372,,70,38778,gas
esemidey@dontechi.com,house,2226,,72,20418,electric
esengbusch@betasoloin.com,house,1910,72,74,65623,
esergi@newex.com,townhome,745,,73,61019,"electric,gas,fuel oil"
esimilton@blackzim.com,apartment,960,77,75,48363,electric
eskursky@singletechno.com,house,1343,71,72,60706,electric
espickerman@gogozoom.com,apartment,1303,74,73,27916,"electric,fuel oil"
espringe@rantouch.com,townhome,1275,69,,8887,"gas,steam"
estaback@silis.com,house,2539,71,,63655,electric
estaback@stanredtax.com,apartment,998,76,74,14107,gas
esteier@newex.com,house,265,73,,62079,
estem@labdrill.com,townhome,567,67,,65898,gas
estem@zoomit.com,mobile home,398,76,75,27101,fuel oil
estenseth@statholdings.com,house,1981,67,73,84021,electric
estimmel@stanredtax.com,townhome,160,70,69,63871,electric
esuffield@groovestreet.com,apartment,305,72,74,8061,
eswayze@sunnamplex.com,house,1509,64,,88221,electric
esweely@labdrill.com,condominium,623,73,73,33538,"gas,fuel oil"
etegarden@plexzap.com,condominium,1083,,74,75009,
etheodorov@sumace.com,townhome,913,71,,7175,"electric,gas,steam"
ethreets@xx-holding.com,house,1180,67,75,31002,electric
ethyberg@rangreen.com,house,642,67,74,29944,electric
ethyberg@xx-zobam.com,condominium,2193,70,73,62052,"gas,fuel oil"
etillotson@ron-tech.com,townhome,2101,,74,18070,"electric,gas"
etoelkes@kinnamplus.com,townhome,681,72,72,50392,"electric,gas"
etolfree@treequote.com,apartment,1162,,70,46040,"electric,gas,steam"
etollner@opentech.com,house,1684,64,71,24486,"electric,gas,steam"
etoyama@y-corporation.com,apartment,670,73,,12302,electric
etreston@cancity.com,townhome,1149,78,70,33443,fuel oil
etromblay@sonron.com,townhome,891,65,71,50647,"electric,gas,fuel oil"
eupthegrove@zumgoity.com,townhome,1935,77,,78721,fuel oil
evarriano@nam-zim.com,townhome,893,70,72,65211,electric
evillanueva@hottechi.com,condominium,1083,75,75,77343,"electric,gas"
evillanueva@labdrill.com,apartment,60,71,69,23810,electric
evillanueva@scottech.com,apartment,413,,72,16602,gas
evocelka@opentech.com,house,1872,78,75,16159,"electric,gas,steam"
ewalthall@betasoloin.com,apartment,767,78,71,640,
ewardrip@ontomedia.com,house,1454,,73,2715,
ewaymire@singletechno.com,house,1383,69,73,46511,gas
ewide@groovestreet.com,house,2464,75,74,55331,gas
ewolny@year-job.com,apartment,1154,74,72,2216,steam
eyaw@treequote.com,condominium,1036,73,76,28305,"gas,fuel oil"
eyum@plusstrip.com,apartment,489,71,71,45382,electric
ezagen@doncon.com,house,3214,73,69,21275,electric
ezagen@silis.com,apartment,580,74,75,5662,
ezane@labdrill.com,apartment,958,,75,77708,fuel oil
ezepp@zathunicon.com,house,689,76,,62992,
fabdallah@y-corporation.com,house,573,68,71,5833,"electric,gas,fuel oil"
fagramonte@fasehatice.com,townhome,143,70,72,53725,"electric,steam"
fandreason@kinnamplus.com,house,1175,72,74,35978,gas
fankeny@year-job.com,mobile home,479,70,,13838,electric
farceo@bioplex.com,house,2078,70,,76460,gas
fauber@j-texon.com,house,110,72,75,89438,"electric,gas"
fbarfield@y-corporation.com,house,1425,75,71,6320,"electric,gas"
fbartolet@rundofase.com,house,1425,70,70,54149,"electric,gas"
fbartolet@xx-zobam.com,mobile home,481,66,,93291,"electric,gas,fuel oil"
fbirkner@streethex.com,condominium,517,,75,61342,steam
fbitsuie@finhigh.com,house,1345,65,71,39110,electric
fbitsuie@inity.com,house,800,75,,6517,electric
fbriddick@bioplex.com,townhome,71,77,,15758,electric
fbrossart@toughzap.com,house,1843,70,74,37659,fuel oil
fbubash@nam-zim.com,apartment,1072,68,,92083,
fbuzick@hatfan.com,house,659,73,71,35031,electric
fcallaro@groovestreet.com,townhome,732,74,73,40808,"gas,fuel oil"
fcampain@mathtouch.com,mobile home,327,75,73,5776,"electric,gas,fuel oil"
fcaudy@newex.com,townhome,1791,69,72,22185,"electric,gas"
fcetta@lexiqvolax.com,apartment,523,67,75,45622,"electric,gas"
fchaffins@xx-holding.com,house,2180,,70,46283,electric
fchaffins@zathunicon.com,house,2557,73,72,42410,"electric,gas"
fchui@conecom.com,house,3055,71,,36422,electric
fcloney@rantouch.com,house,1154,69,68,40488,
fcolaizzo@green-plus.com,house,723,76,74,53572,"electric,steam,fuel oil"
fcolla@statholdings.com,house,1737,,74,60639,gas
fcomnick@plusstrip.com,apartment,1636,70,,56037,steam
fcookey@rangreen.com,house,887,77,70,61942,"electric,gas"
fcorrio@plussunin.com,townhome,640,75,,24352,
fdegonia@blackzim.com,house,967,74,71,29056,"electric,gas,fuel oil"
fdenooyer@newex.com,condominium,1484,68,,48234,electric
fdinos@yearin.com,house,690,76,,64751,"electric,gas"
fdopico@statholdings.com,house,2011,73,76,24557,electric
fdrymon@statholdings.com,apartment,543,69,76,52308,gas
fduenas@labdrill.com,house,700,,,8850,"electric,gas"
fduenas@treequote.com,house,96,,75,67216,"gas,fuel oil"
fennaco@mathtouch.com,apartment,994,,71,84717,electric
fennaco@toughzap.com,house,1535,68,75,22211,electric
feroman@newex.com,apartment,1408,72,,83126,"electric,gas"
feschberger@fasehatice.com,condominium,1133,72,72,12575,"electric,gas,fuel oil"
ffern@fasehatice.com,apartment,133,69,72,21790,"electric,gas"
ffigeroa@isdom.com,apartment,946,65,70,18471,
ffigeroa@lexiqvolax.com,condominium,2135,74,74,95123,"electric,gas,fuel oil"
ffishburne@groovestreet.com,house,649,73,,20164,gas
fflister@ganjaflex.com,house,1542,70,72,67574,"electric,gas"
ffortino@faxquote.com,apartment,968,78,73,10179,
ffrankel@green-plus.com,house,1235,70,72,11726,gas
ffrankel@kan-code.com,condominium,516,77,73,51462,gas
ffredicks@ganjaflex.com,apartment,1563,74,71,85254,
ffunnell@j-texon.com,condominium,1365,74,,43545,gas
fgabisi@ontomedia.com,apartment,1636,,71,82834,electric
fgood@mathtouch.com,house,2163,71,72,36125,"electric,steam"
fgrenet@konmatfix.com,condominium,3051,67,71,84732,electric
fhamilton@golddex.com,mobile home,427,69,,91184,
fharabedian@funholding.com,house,1963,69,,29601,"gas,fuel oil"
fharabedian@xx-zobam.com,apartment,862,69,74,43140,
fharnos@groovestreet.com,house,151,69,71,1854,"electric,gas,fuel oil"
fharoldson@sonron.com,townhome,2960,70,70,18942,"electric,steam"
fhaufler@donquadtech.com,house,3239,74,71,30734,
fherritt@singletechno.com,house,1454,75,74,36047,gas
fhixenbaugh@treequote.com,apartment,652,,69,15953,
