household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
bstoltzman@plusstrip.com	1	Monjubistor International Company	Grodimexicator	air_handler	heatpump			24.8	48.9				9841
bstoltzman@plusstrip.com	2	Supzapollex	Doppickommistor	water_heater						gas	73.0		7690
bstoltzman@plusstrip.com	3	Tupkilplower Direct	Upvenilex	air_handler	heatpump			25.2	37.9				8304
bsuell@inity.com	1	Advenupex Direct Company	Endjubicover	air_handler	heater,air_conditioner	3.6	electric						9782
bsuell@inity.com	2	Retumicower	Incadinower	air_handler	air_conditioner,heatpump	4.5		22.8	25.8				7836
bsuell@inity.com	3	Cipdudefower WorldWide		air_handler	heatpump			17.6	43.5				5289
bsuell@plexzap.com	1	Incadex	Rapquestackantor	air_handler	heatpump			28.9	43.9				12353
bsuffield@finjob.com	1	Winquestedgazz Inc	Cipjubamentor	water_heater						thermosolar	46.1	96	4980
bsuffield@finjob.com	2	Klizapupover WorldWide Company		water_heater						gas	13.7	166	4764
bsuffield@finjob.com	3	Frofropopicator Direct	Cipsipefan	air_handler	heater,air_conditioner	1.6	electric						5672
bsweigard@nam-zim.com	1	Monrobor Direct		air_handler	heater,heatpump		gas	21.2	47.2				6976
bsweigard@nam-zim.com	2	Raperewex Holdings	Varglibefin	air_handler	heater,heatpump		fuel oil	20.6	50.4				6394
bsweigard@nam-zim.com	3	Frodimex Holdings		air_handler	heatpump			18.9	41.0				4797
bsweigard@nam-zim.com	4	Montanex International	Surerin	air_handler	heatpump			23.6	34.7				4505
bsyrop@domzoom.com	1	Monrobor Direct	Upbanackan	air_handler	heater,heatpump		gas	28.2	42.6				8533
bsyrop@domzoom.com	2	Upmunicin WorldWide	Frovenedgar	air_handler	heater,heatpump		electric	25.2	43.8				7860
bsyrop@domzoom.com	3	Supkilonex	Raprobover	air_handler	heater		gas						4577
bsyrop@domzoom.com	4	Raperewex Holdings	Cipsipar	water_heater						gas	35.0	109	4944
bsyrop@domzoom.com	5	Hapquestover Direct	Rapkilax	air_handler	heater,air_conditioner	2.1	gas						6536
bsyrop@domzoom.com	6	Winsapplover		air_handler	air_conditioner	2.7							5706
btillotson@sonron.com	1	Parsapax WorldWide	Lompickaquor	air_handler	heater		gas						3014
btjepkema@plussunin.com	1	Lomnipover	Adjubupan	water_heater						thermosolar	51.0		8649
btollner@streethex.com	1	Montanar Holdings Company	Intinegentor	air_handler	air_conditioner	1.1							2527
btollner@streethex.com	2	Varpickefentor WorldWide	Gropebopistor	air_handler	heater,air_conditioner	3.0	fuel oil						3649
btollner@streethex.com	3	Inwerpanistor Holdings	Supnipamazz	air_handler	air_conditioner	3.9							2323
btollner@streethex.com	4	Frodudollazz Corp.	Endtanefover	air_handler	heatpump,air_conditioner,heater	0.9	electric	20.0	36.0				3076
btollner@streethex.com	5	Suptanantor Group	Klihupaquin	air_handler	heater		gas						2363
btollner@streethex.com	6	Trucadollan Inc	Upsapepicator	air_handler	heater,air_conditioner	0.8	gas						3099
btomasulo@green-plus.com	1	Inrobicator Holdings Group	Unpickedin	air_handler	air_conditioner,heater,heatpump	3.8	electric	18.1	34.0				7569
btomasulo@green-plus.com	2	Unzapicicator Holdings	Supnipadax	air_handler	heatpump,air_conditioner	1.3		19.0	34.7				6238
btomasulo@green-plus.com	3	Supquestar Holdings Corp.	Varrobover	air_handler	air_conditioner	0.9							4095
btomasulo@green-plus.com	4	Tupvenonax		air_handler	heatpump			27.2	42.1				4682
btomasulo@green-plus.com	5	Zeejubex WorldWide	Varquestantor	air_handler	heater		gas						4590
btomasulo@green-plus.com	6	Klifropover International	Qwivenaquower	air_handler	heatpump,air_conditioner	2.6		17.3	43.3				4177
btreston@ron-tech.com	1	Inrobicator Holdings Group	Grodimonax	air_handler	air_conditioner,heater	6.5	gas						5398
btromblay@funholding.com	1	Dopsipplentor Corp.	Endnipanex	air_handler	heater,air_conditioner	7.2	electric						10170
btromblay@funholding.com	2	Upwerpanex Direct Inc		air_handler	heatpump			31.2	22.4				9551
btromblay@funholding.com	3	Tuperar Direct	Parnipamar	air_handler	air_conditioner	2.8							6168
btromblay@funholding.com	4	Lomsapan Group	Barbanexor	water_heater						electric	46.8	186	7465
bturinetti@zathunicon.com	1	Supsapommantor WorldWide Inc	Unnipicator	air_handler	heater		electric						4462
bturinetti@zathunicon.com	2	Lomquestadan International	Tipmunadax	water_heater						electric	38.4	113	5095
bturinetti@zathunicon.com	3	Unnipplentor International	Lomfropupicator	air_handler	heatpump,air_conditioner	1.8		18.2	68.8				6570
bturinetti@zathunicon.com	4	Tupfropantor		air_handler	heatpump			13.0	32.5				3949
bturinetti@zathunicon.com	5	Upglibistor WorldWide Company	Barpebover	air_handler	heatpump			25.6	48.9				3707
bturinetti@zathunicon.com	6	Tupdimonentor	Emzapicator	air_handler	air_conditioner	2.2							4583
bupthegrove@blackzim.com	1	Varbanonicator	Dopmunicator	air_handler	heatpump,heater		fuel oil	15.7	25.1				6075
bvarriano@codehow.com	1	Endbanimex International Corp.	Tiperistor	air_handler	air_conditioner	2.3							7603
bvarriano@codehow.com	2	Zeesipommor Direct	Trumunicor	water_heater						gas	41.7		6209
bvarriano@codehow.com	3	Surpickazz Holdings Corp.	Barhupedazz	air_handler	air_conditioner	1.7							7055
bvenere@labdrill.com	1	Klizapin	Parcadopor	water_heater						electric	13.8	118	5835
bvillanueva@funholding.com	1	Unsipedover WorldWide	Zeedimepover	air_handler	heatpump			25.8	51.4				6947
bvillanueva@funholding.com	2	Winwerpazz Direct	Groquestedower	air_handler	heatpump			18.9	38.1				8396
bvillanueva@funholding.com	3	Tupquestentor		air_handler	air_conditioner	2.5							7368
bvillanueva@funholding.com	4	Ciperepazz Direct Inc	Qwidimor	water_heater						electric	36.3	102	7036
bvinning@hottechi.com	1	Endmunistor WorldWide		water_heater						gas	74.5	103	8468
bvinning@hottechi.com	2	Reerommin Holdings	Dopbanewex	air_handler	air_conditioner	3.0							7422
bvinning@hottechi.com	3	Parquestantor Holdings Group	Zeesapedar	water_heater						gas	33.1	120	5251
bvocelka@isdom.com	1	Zeepickimar WorldWide Corp.	Dopfropefar	water_heater						thermosolar	14.0	174	10103
bwalthall@statholdings.com	1	Zeemuninower WorldWide	Surquesticantor	air_handler	heater,air_conditioner	9.8	electric						12745
bwardrip@fasehatice.com	1	Parpickor	Lomdudepover	air_handler	heatpump			20.4	45.5				4450
bwardrip@fasehatice.com	2	Thruvenan International	Thrusipewicator	air_handler	heatpump			23.8	38.6				3966
bwardrip@fasehatice.com	3	Inrobadan Direct	Dopvenopor	air_handler	heatpump			19.6	28.8				5736
bweight@zoomit.com	1	Frowerpexentor Direct	Montumefazz	water_heater						electric	44.3	105	7422
bweight@zoomit.com	2	Varzapicator Direct Corp.	Monpickicator	air_handler	air_conditioner	6.3							10310
bweight@zoomit.com	3	Lomdimewax Direct	Rapsapover	water_heater						thermosolar	14.9	157	10985
bweirather@ganjaflex.com	1	Emsipimax Holdings	Surzapicicator	air_handler	air_conditioner,heater,heatpump	4.9	gas	26.5	37.0				10332
bwenzinger@ontomedia.com	1	Surquestackex	Endrobicor	air_handler	heatpump			23.7	46.1				5021
bwenzinger@ontomedia.com	2	Zeekilax	Endnipover	air_handler	heater		electric						4763
bwenzinger@ontomedia.com	3	Tupmunedgantor Inc	Rapcadegover	water_heater						electric	25.2	186	4904
bwenzinger@ontomedia.com	4	Cipsipentor WorldWide	Endzapackan	air_handler	air_conditioner,heater,heatpump	2.3	fuel oil	19.0	34.6				8565
bwenzinger@ontomedia.com	5	Lomhupax Direct	Ciprobepentor	water_heater						electric	45.1	99	4543
bwenzinger@ontomedia.com	6	Grocadollan International	Cipdudilor	water_heater						gas	26.1	112	4380
bwide@lexiqvolax.com	1	Upquestin Holdings Inc	Lomhupplower	water_heater						gas	16.2	105	3742
bwieser@nam-zim.com	1	Raperewex Holdings	Monbanupax	air_handler	air_conditioner	1.3							5536
bwieser@nam-zim.com	2	Rapvenex Direct Corp.	Tiperollistor	air_handler	heatpump			21.7	49.5				5245
bwieser@nam-zim.com	3	Hapweristor Holdings	Untinexentor	air_handler	heatpump			21.6	55.2				5297
bwieser@nam-zim.com	4	Thrumunollover WorldWide	Rapwerpor	air_handler	heatpump			21.8	42.7				4227
bwieser@nam-zim.com	5	Adveninentor Inc	Trukilepover	air_handler	air_conditioner	1.7							4959
bwieser@nam-zim.com	6	Qwicadistor Direct	Grorobanicator	water_heater						gas	79.8	102	3829
bwieser@nam-zim.com	7	Embanicower Holdings		air_handler	heater,air_conditioner	2.8	electric						8284
bwildfong@xx-zobam.com	1	Klisapor International	Thrutanaquantor	air_handler	heatpump			18.4	34.9				7265
bwildfong@xx-zobam.com	2	Klikilollex Holdings		air_handler	air_conditioner	8.8							7078
bwildfong@xx-zobam.com	3	Gromunommentor Holdings Company	Raptanentor	water_heater						electric	18.9	110	6979
bwildfong@xx-zobam.com	4	Parsipentor Holdings	Kliglibower	water_heater						gas	91.8	149	6741
bwildfong@xx-zobam.com	5	Rappebedgower WorldWide		air_handler	heatpump			21.9	60.8				5229
bwildfong@xx-zobam.com	6	Monwerexan International Corp.	Uphupax	air_handler	air_conditioner	4.7							6507
bwitten@green-plus.com	1	Supcadantor Group	Qwipickexax	water_heater						electric	14.7	144	3428
bwitten@green-plus.com	2	Raphupentor Direct	Parpickan	air_handler	heater		gas						5734
bwitten@green-plus.com	3	Barnipor Holdings Inc	Supbanefower	air_handler	air_conditioner	3.2							4158
bwitten@green-plus.com	4	Haptumor Holdings Corp.	Zeesipplantor	air_handler	air_conditioner,heater	3.7	electric						9528
bwitten@green-plus.com	5	Groerexower WorldWide	Adnipor	air_handler	heater		gas						3744
bwitten@green-plus.com	6	Parwerupor Corp.	Montumplax	water_heater						heat pump	44.1	150	4880
bwitten@green-plus.com	7	Truzapar Holdings Corp.	Tipsipupicator	water_heater						electric	19.7		4899
byaw@xx-holding.com	1	Parsipentor Holdings	Grodudewor	water_heater						electric	19.9		1508
byaw@xx-holding.com	2	Tiphupex Direct	Cipvenar	air_handler	air_conditioner	1.3							1371
byaw@xx-holding.com	3	Trurobax Direct Company		air_handler	air_conditioner	2.0							1517
byori@golddex.com	1	Parnipimax WorldWide	Admunover	water_heater						thermosolar	45.5	111	11801
byum@finhigh.com	1	Supzapollex		air_handler	heatpump			28.7	60.4				4696
byum@finhigh.com	2	Winpickentor WorldWide Group	Grohupedgor	air_handler	heatpump			20.2	40.2				4052
byum@finhigh.com	3	Endbanimex International Corp.	Endvenicator	air_handler	heatpump,air_conditioner	3.6		25.2	36.0				6626
bzagen@dambase.com	1	Varvenower Direct	Ciphupexover	air_handler	air_conditioner	0.6							1722
bzagen@dambase.com	2	Endpickaquower International	Unmunedgex	air_handler	heater		fuel oil						1767
bzagen@dambase.com	3	Rehupommantor Holdings Corp.		water_heater						electric	21.6	262	1305
cacey@sonron.com	1	Partinax Direct Company	Lomniponar	air_handler	air_conditioner	7.0							10965
cacey@sonron.com	2	Endmunewicator Group	Kliwerpefazz	air_handler	heater		electric						9105
cacey@sonron.com	3	Thrududover Direct Company	Bargliban	air_handler	heatpump			20.0	34.3				10368
cacey@sonron.com	4	Trutumefentor International	Emglibepantor	air_handler	heater		gas						11588
cacuff@codehow.com	1	Tupvenan International	Thrucadackan	air_handler	heatpump			22.5	34.4				6462
cacuff@codehow.com	2	Qwikilexin WorldWide	Barsapantor	air_handler	air_conditioner,heatpump	2.1		14.8	65.0				7207
cacuff@codehow.com	3	Tupwerpin WorldWide	Uprobistor	air_handler	air_conditioner,heater,heatpump	2.3	gas	23.9	47.5				10726
cacuff@codehow.com	4	Suptanan Corp.	Tupwerpor	air_handler	heatpump			20.8	62.7				4722
cacuff@codehow.com	5	Doptanin Direct Group	Rapnipor	water_heater						gas	17.9	113	7349
cacuff@codehow.com	6	Emdimar Direct	Survenor	air_handler	air_conditioner	9.5							4494
cacuff@fasehatice.com	1	Cipwerpower WorldWide Company	Trunipplax	air_handler	heatpump			22.9	30.7				12402
cadkin@plusstrip.com	1	Grokilower Direct Group	Injubinover	water_heater						gas	83.1	137	15695
cahle@fasehatice.com	1	Barpickinicator	Hapvenan	air_handler	heatpump			23.5	60.0				11216
cahle@fasehatice.com	2	Cipfropefar	Trusapax	air_handler	heatpump			23.9	42.9				10620
cahle@fasehatice.com	3	Barjubentor Corp.	Supwerpover	water_heater						electric	33.8	94	10320
cahle@newex.com	1	Winsipicator Inc		air_handler	heatpump,air_conditioner	4.5		29.9	27.9				8495
cahle@ontomedia.com	1	Unzapicicator Holdings	Ciptumollor	water_heater						electric	31.9	117	4665
cahle@ontomedia.com	2	Dopsipedgax	Uptanex	air_handler	heater		electric						7797
cahle@ontomedia.com	3	Grosipamor	Pardudentor	air_handler	heater		electric						6835
calbares@rantouch.com	1	Upquestanan Company		water_heater						gas	15.1	217	5321
calbares@rantouch.com	2	Grofropedgax WorldWide	Supnipistor	air_handler	air_conditioner	1.5							5897
calbares@rantouch.com	3	Grocadollan International		air_handler	heatpump			24.0	30.0				5889
calbares@zencorporation.com	1	Dopnipicar	Hapfropopicator	air_handler	heater		fuel oil						2726
calbares@zencorporation.com	2	Empickadin	Upjubewower	water_heater						thermosolar	52.4	199	2502
calbares@zencorporation.com	3	Happickicator Direct	Thrutumexin	air_handler	air_conditioner	0.6							3059
calbares@zencorporation.com	4	Endhupopor International	Tupzapantor	air_handler	heater,heatpump		electric	21.6	49.9				3058
camigon@lexiqvolax.com	1	Tupsipimower International Inc		air_handler	heater		gas						7895
camigon@lexiqvolax.com	2	Raperin Holdings Company	Tupdudanower	water_heater						electric	61.2	129	7497
camigon@lexiqvolax.com	3	Unsipedover WorldWide	Rapfropentor	air_handler	air_conditioner	2.5							7052
camigon@plexzap.com	1	Rapjubepower WorldWide	Cipsipower	air_handler	air_conditioner	4.1							6687
camigon@plexzap.com	2	Rehupamantor Inc	Doprobplentor	air_handler	heater		gas						6596
camigon@plexzap.com	3	Barvenackax Direct Company	Cipglibinentor	air_handler	heatpump			20.9	36.2				7603
camyot@finhigh.com	1	Dopwerpin	Barwerilover	air_handler	heatpump,heater		electric	17.0	38.1				9366
candreason@streethex.com	1	Truhupar Direct	Tupdudicator	air_handler	heatpump			20.9	36.9				6400
candreason@streethex.com	2	Hapdudower Holdings Company	Dopdimefistor	water_heater						electric	64.0	126	7063
candreason@streethex.com	3	Mondudower WorldWide	Partanadicator	air_handler	air_conditioner	2.3							8370
cangalich@codehow.com	1	Zeezapefin		water_heater						thermosolar	23.9		2791
cangalich@codehow.com	2	Thrujubepazz International Company		air_handler	heater,air_conditioner	1.8	gas						5093
cangalich@codehow.com	3	Qwiweror Holdings		air_handler	heater		gas						2513
cangalich@codehow.com	4	Rebanackower Direct	Endtinex	air_handler	heatpump			14.0	43.7				2818
cangalich@codehow.com	5	Dopnipicar	Frosipepin	air_handler	heatpump			17.9	45.6				3406
cangalich@codehow.com	6	Qwidudax Company	Hapsapegower	air_handler	heatpump			24.9	35.2				3147
cangalich@lexiqvolax.com	1	Undudupar Inc	Upglibicator	air_handler	air_conditioner	3.4							13282
cangalich@xx-zobam.com	1	Monnipistor	Frosapicator	water_heater						thermosolar	15.8	139	6700
cangalich@xx-zobam.com	2	Admunaquax Holdings	Dopcadefan	air_handler	heater		fuel oil						7242
cangalich@xx-zobam.com	3	Emwericator WorldWide Company		air_handler	heatpump,air_conditioner	2.6		9.9	52.7				13301
cangalich@xx-zobam.com	4	Qwidudentor International	Zeevenepower	air_handler	air_conditioner	3.2							7987
carceo@bioplex.com	1	Varpickex		air_handler	heater		fuel oil						6819
carceo@bioplex.com	2	Klitanplex Direct Company	Trunipentor	air_handler	heater		gas						7182
carceo@bioplex.com	3	Unquestor Direct Inc	Varsipar	air_handler	heater,heatpump		electric	19.6	50.0				11056
carceo@codehow.com	1	Barquestan Inc	Parwerpadover	air_handler	air_conditioner	2.2							7750
caredondo@konmatfix.com	1	Rapfropistor Direct		air_handler	heater		electric						6382
cauffrey@fasehatice.com	1	Barpebistor WorldWide		air_handler	heatpump,heater		electric	20.1	40.7				6793
cauffrey@hottechi.com	1	Monhupamar Inc	Monzapazz	air_handler	heater		gas						5134
cauffrey@hottechi.com	2	Survenilex WorldWide	Zeezapegentor	air_handler	heatpump,air_conditioner	2.0		28.1	61.8				8675
cauffrey@hottechi.com	3	Zeeerommower Company	Zeezapadentor	air_handler	air_conditioner	1.6							5139
cbarfield@fasehatice.com	1	Frobanan Holdings Group		air_handler	heatpump,heater,air_conditioner	2.5	electric	22.4	47.1				6854
cbarfield@fasehatice.com	2	Undudupar Inc	Undimupower	air_handler	air_conditioner	2.8							5609
cbarfield@fasehatice.com	3	Grojubinentor Direct Group	Monerexover	air_handler	heatpump			24.7	39.4				6470
cbarfield@fasehatice.com	4	Tiptananover Holdings Company		air_handler	air_conditioner	6.2							5445
cbarfield@iselectrics.com	1	Lomtanover Holdings	Suphupicower	air_handler	air_conditioner	1.6							9409
cbarfield@iselectrics.com	2	Parnipan Holdings		air_handler	heatpump			24.0	50.7				7491
cbarfield@iselectrics.com	3	Tuppickor	Mondimicator	air_handler	heater		gas						6606
cbarfield@iselectrics.com	4	Zeetanar International Group		air_handler	heater		gas						8046
cbarfield@iselectrics.com	5	Qwikilexin WorldWide	Reerantor	water_heater						thermosolar	61.3	133	6484
cbarfield@iselectrics.com	6	Inrobadan Direct	Winrobentor	water_heater						heat pump	26.8	123	7966
cbatman@green-plus.com	1	Thrutanower	Tupmunaquar	air_handler	heatpump			17.9	45.9				5643
cbatman@green-plus.com	2	Emmunupar Inc	Lomzapentor	water_heater						electric	29.6	257	8238
cbatman@green-plus.com	3	Adquestin International	Emsapicazz	air_handler	air_conditioner	1.7							6985
cbayless@silis.com	1	Trupebeficator Direct Company	Unglibegover	air_handler	heatpump,heater		gas	20.8	51.9				15013
cbayless@silis.com	2	Trueregentor Holdings Group	Adpickopazz	air_handler	air_conditioner	6.2							8975
cbayless@silis.com	3	Haphupistor Holdings	Uperex	water_heater						heat pump	21.7	98	8136
cbayless@silis.com	4	Lomfropor	Supsapackover	water_heater						thermosolar	38.5	98	8803
cbeech@zencorporation.com	1	Zeepickamower WorldWide Company	Kliericantor	air_handler	air_conditioner	1.5							5558
cbeech@zencorporation.com	2	Cipwerpeficator		water_heater						electric	78.5	147	6400
cbeech@zencorporation.com	3	Qwipickan International Corp.	Lomrobefin	air_handler	air_conditioner	2.1							6742
cbennick@blackzim.com	1	Haptanepicator Group	Rapvenupax	air_handler	heater,heatpump		electric	36.5	31.2				5650
cbennick@toughzap.com	1	Rapsipupor International Company	Windimantor	air_handler	heatpump			19.4	39.0				6803
cbennick@toughzap.com	2	Parfropazz Direct		air_handler	heatpump			23.5	49.1				8159
cbennick@toughzap.com	3	Tupkilexower Direct	Cippeban	water_heater						gas	15.9	140	7123
